অকাট্য যুক্তি	incontrovertible or irrefutable argument
অকাতর	un perturbed, undistressed ; unflinching
অকাতরে	unperturbedly ; feeling no distress, un flinchingly
অকাম	Free from desire or passion
অকাম্য	undesirable, unwanted
অকায়	bodiless, incorporeal, disembodied ; formless, shapeless
অকারণ	unnecessary ; purposeless, causeless
অকারণ	without cause ; unnecessarily, for nothing
অকারণে	without cause ; groundlessly
অকারাদিক্রমে	in the alphabetical order
অকার্য	a misdeed ; a useless act
অকার্যকর	impractiable ; ineffectual
অকার্যকারিতা	ineffectiveness
অকার্যকারী	ineffective, inffectual, useless
অকাল	an inauspicious time ; hard times
অকালকুষ্মাণ্ড	a useless or stupid person
অকালজ	born at an unusual time ; untimely or prematurely born
অকালজলদোদয়	unseasonable accumulation of clouds
অকালপক্ক	prematurely ripened ; precocious, pert
অকালপক্কতা	premature ripeness ; precocity, pertness
অকালবর্ষণ	untimely rain
অকালবার্ধক্য	premature ageing
অকালবৃদ্ধ	gone old prematurely
অকালবোধন	any untimely performance
অকালমরণ	premature death
অকালি	an Akali
অকালে	at an inauspicious time ; at an unusual time
অকিঞ্চন	indigent, extremely poor ; distressed, miserable
অকিঞ্চন	one who is indigent ; one who is distressed, miserable
অকিঞ্চনতা	indigence, extreme poverty ; distressed condition, misery
অকিঞ্চিত্	trifling, insignificant, paltry ; negligible
অকিঞ্চিৎকর	Trifling ; paltry
অকীক	agate
অকীর্তি	ill-repute, infamy ; disgrace
অকীর্তিকর	infamous, disreputable, disgraceful
অকীর্তিত	unsung ; not preached or announced publicly
অকু	an incident ; an event
অকুটিল	not crooked ; frank
অকুণ্ঠ	unhesitating ; unabashed
অকুণ্ঠচিত্তে	with no hesitation  ; unhesitatingly
অকুতোভয়	undaunted
অকুতোভয়	Without fear from any quarter ; fearless
অকুতোভয়তা	fear lessness
অকুল	unrespectable
অকুলন	deficiency, deficit, shortage ; insufficiency
অকুল সমুদ্রে পড়া	to be at sea
অকুলীন	not born of a high family ; not a high-born
অকুশল	not adroit or skilful, inexpert
অকুশল	indisposition
অকুস্থল	Place or scene of occurrence
অকুস্হল	the place of occurrence
অকূল	shoreless ; boundless, end less
অকূল	a shoreless sea ; an overwhelming or extreme danger
অকূল পাথার	boundless or shoreless sea ; great danger, extreme jeopardy
অকূলে ভাসা	to get into a great danger ; to be in extreme danger
অকৃত	undone, unaccomplished
অকৃতকার্য	unsuccessful
অকৃতকার্যতা	failure
অকৃতজ্ঞ	ungrateful
অকৃতজ্ঞতা	ingratitude ; ungratefulness
অকৃতদার	unmarried ; celibate
অকৃতাপরাধ	not guilty ; guiltless
অকৃতার্থ	unsuccessful in attempt ; disappointed
অকৃতিত্ব	unsuccess, failure ; want of skill
অকৃতী	unsuccessful ; unskilled
অকৃত্তিম	Not artificial ; natural
অকৃত্য	an improper act
অকৃত্রিম	not artificial ; natural
অকৃত্রিমতা	sincerity
অকৃপণ	not niggardly or miserly ; lib eral, generous
অকৃপণতা	generousness
অকৃষ্ট	untilled, uncultivated
অকৃষ্য	uncultivable
অকেজো	having no ability for any work ; not in working order
অকেশর পরাগকোষ	sessile anther
অকৈতব	not false ; not deceitful
অকোমল	not soft or tender ; not fragile
অকৌশল	lack of skill or adroitness ; want of tact
অক্কা	Death
অক্কা পাওয়া	to die
অক্টোপাস	octopus
অক্টোবর	october
অক্ত	smeared with ; mixed with
অক্ত	time
অক্রম	absence of serial order ; disorder
অক্রমিক	without serial order ; dis orderly
অক্রমিক জিজ্ঞাসা	an unofficial reference
অক্রিয়	without work ; inactive
অক্রিয়া	absence of work ; inaction
অক্রিয়ান্বিত	given to improper acts or wrong-doings
অক্রূর	not crooked ; not cruel or merci less
অক্রূর	uncle of Krishna
অক্রেয়	unpurchasable ; costly or dear or expensive
অক্রোধ	free from anger
অক্রোধ	absence of anger
অক্রোধন	not angered or wrought up easily
অক্লান্ত	untired, unwearied ; untiring, tireless
অক্লান্তকর্মা	indefatigable ; indefatigably laborious or hard working
অক্লান্তভাবে	Untiringly ; indefatigably
অক্লিষ্ট	not feeling any tiredness ; indomitable
অক্লিষ্টকর্মা	working untiringly, indefatigable
অক্লেশে	Easily ; without  effort
অক্ষ	a die ; the axis of the equator
অক্ষক	the col lar-bone, the clavicle ; a dice player
অক্ষকর্ণ	a hypotenuse
অক্ষক্রীড়া	game of dice ; diceplay
অক্ষটি	hunter
অক্ষণ	an inauspicious moment or time
অক্ষত	unhurt or unwounded ; unimpaired
অক্ষতদেহ	of a person bearing no wound ; unhurt or uninjured or un wounded
অক্ষতযোনি	possessing true virginity
অক্ষদণ্ড	the axis of the equator
অক্ষধুরা	the front portion of a wheel ; the pole of a cart
অক্ষধূর্ত	an expert or clever dice-player
অক্ষবাট	dice-board ; arena for wrestling
অক্ষবিচলন	nutation
অক্ষবিত্	versed in law or diplomacy ; clever at dice-game
অক্ষবিত্	a lawyer ; a diplomat
অক্ষবৃত্ত	the parallels of latitude
অক্ষম	powerless ; weak
অক্ষমতা	Inability ; weakness
অক্ষমা	lack of forgiveness or mercy ; intolerance
অক্ষমালা	a string of beads
অক্ষয়	undecaying ; inexhaustible
অক্ষয়কীর্তি	undying or immortal fame
অক্ষয়বট	an immortal or deathless person
অক্ষয়লোক	the abode of the blessed ; heaven
অক্ষয়স্বর্গবাস	dwelling permanently in heaven
অক্ষর	a syllable ; a symbolic letter
অক্ষরজীবী	a scribe ; a copyist
অক্ষরপরিচয়	acquaintance with the alphabet ; commencement of education
অক্ষরবিন্যাস	the characteristic style of handwriting
অক্ষরমালা	the alphabet
অক্ষরযোজক	a compositor
অক্ষরীকরণ	transliteration
অক্ষরে অক্ষরে	to the letter ; with strict exactitude, rigorously
অক্ষরেখা	One of the parallels of latitude
অক্ষশক্তি	Axis power
অক্ষাংশ	degrees of latitude, latitude
অক্ষারলবণ	rock-salt
অক্ষি	the eye
অক্ষিকাচ	lens
অক্ষিকোটর	the socket of the eye
অক্ষিগত	lying within the range of vision ; visible
অক্ষিগোলক	the eyeball
অক্ষিতারকা	the pupil of the eye
অক্ষিপক্ষ্ম	eyelash, cilium
অক্ষিপট	the retina
অক্ষিপটল	cataract of the eye
অক্ষিপুট	the eyelid
অক্ষিবিকূর্ণন	casting of a sidelong glance ; squinting
অক্ষিবিভ্রম	optical illusion
অক্ষিশালাক্য	ophthalmic surgery
অক্ষীণ	not lean or emaciated ; not weakened or debilitated
অক্ষীয়	axial, pertaining to an axis ; an gular
অক্ষুণ্ণ	unimpaired or unaffected ; unoffended
অক্ষুণ্ন	Not disappointed or aggrieved ; unaffected
অক্ষুধা	lack
অক্ষোভ	not agitated or perturbed ; not disgruntled
অক্ষোভ	absence of agitation
অক্ষৌহিণী	; a company of troops
অক্সিজেন	oxygen
অখণ্ড	not divided into parts ; integral
অখণ্ডতা	integrality, wholeness ; indivisibility
অখণ্ডনীয়	irrefutable, indisputable ; unanswerable
অখণ্ড-মণ্ডলাকার	completely spherical
অখণ্ডিত	unsevered ; undivided
অখদ্যে	not fit to be eaten ; unfit for work, grossly inefficient
অখদ্যে-অবদ্যে	good-for-nothing, worthless ; trashy
অখন	Now
অখল	artless, guileless, naive
অখাত	undug or not made by digging ; natural
অখাদ্য	not fit to be eaten ; inedible
অখিল	entire, whole
অখিল	the world ; the universe
অখিল আত্মা	the Supreme Spirit
অখিলপ্রিয়	loved or adored by all
অখিলবিশ্ব	the entire world ; the universe
অখুশি	dissatisfied, displeased
অখুশি	dissatisfaction, displeasure
অখুশী	Discontented ; dissatisfied
অখ্যাত	not famous ; undistinguished
অখ্যাতনামা	not famous
অখ্যাতি	disrepute ; notoriety
অখ্যাতিজনক	disgraceful ; infamous, scandalous, notorious
অগণতান্ত্রিক	undemocratic
অগণন	uncountable ; countless, innumerable
অগণিত	uncounted ; count less, innumerable, numberless
অগণ্য	uncountable ; countless, innumerable
অগতি	motionless ; immobile, static
অগতি	a helpless or resourceless person
অগতির গতি	the resort of the helpless ; the way-out
অগত্যা	being compelled ; perforce
অগদ	free from disease or poison ; healthy
অগদ	a medicine ; an anti dote
অগদতন্ত্র	toxicology
অগনতি	countless, innumerable
অগন্তব্য	not fit to be visited ; out of bounds
অগভীর	not deep ; shallow
অগভীর জলে সফরী ফরফরায়তে	an empty vessel sounds much
অগভীরতা	shallowness
অগম	not moving, motionless ; static
অগম্য	inaccessible ; impassable
অগম্যগামিনী	incestuous
অগম্যাগমন	incest
অগম্যাগামী	an incestuous man
অগস্ত্য	a mythological sage of India ; the Canopus
অগা	grossly stupid or ignorant ; good-for-nothing
অগা	a good-for-nothing person
অগাধ	unfathomable, bottomless ; very deep and extensive
অগাস্ট	August
অগুণ	deprived of good qualities ; worthless
অগুণ	harm, injury ; offence, fault
অগুণ করা	to do harm
অগুনতি	Innumerable ; that cannot be counted
অগুন্তি	Innumerable ; that cannot be counted
অগুরু	a kind of fragrant wood
অগোচর	beyond one's knowledge ; invisible
অগোচরে	without or beyond one's knowledge ; behind one's back
অগোছাল	of a disorderly kind ; unsystematic, unmethodical
অগোছালো	messy ; disorderly
অগোপন	not concealed or secret ; open
অগোপন	absence of secrecy or concealment
অগোপনীয়	not to be concealed
অগৌণ	absence of delay ; promptness
অগৌণ-পত্রী	immediate slip
অগৌরব	dishonour, disgrace ; discredit, disrepute
অগ্নি	fire ; the fire-god
অগ্নিকণা	a spark
অগ্নিকর্ম	the rite of agnihotra ; cremation of the dead
অগ্নিকর্ম অগ্নিগর্ভ	impregnated with fire, containing fire ; fiery
অগ্নিকল্প	fire-like ; fiery
অগ্নিকাণ্ড	a great fire, a conflagration
অগ্নিকুণ্ড	Fireplace
অগ্নিকুণ্ডু	a fire pit ; a furnace
অগ্নিকোণ	the south-east
অগ্নিক্রিয়া	ignited
অগ্নিগর্ভ	Containing fire ; having fire in the interior
অগ্নিচূর্ণ	gun-powder, explosive substance
অগ্নিতপ্ত	heated with fire ; as hot as fire
অগ্নিতুল্য	fire-like ; fiery
অগ্নিদগ্ধ	burnt ; consumed by fire
অগ্নিদাতা	one who sets fire to anything
অগ্নিদাত্রী অগ্নিদান	act of setting fire to
অগ্নিদাহ	a conflagration
অগ্নিদাহ্য	combustible
অগ্নিদীপ্ত	illuminated or brightened with fire
অগ্নিদেব	the god of fire
অগ্নিনির্বাপক	fireman
অগ্নিনির্বাপক-যন্ত্র	a fire-fight ing appliance
অগ্নিপক্ক	cooked with fire ; hardened in fire
অগ্নিপরীক্ষা	an ordeal by fire ; a crucial test
অগ্নিপ্রভ	glowing as fire
অগ্নিপ্রভা	glow of fire
অগ্নিপ্রস্তর	flint
অগ্নিবর্ণ	red as fire ; crimson
অগ্নিবাণ	a fire-emitting mythical arrow
অগ্নিবিমা	fire-insurance
অগ্নিবৃষ্টি	a shower of fire ; a spell of scorching heat
অগ্নিমন্ত্র	the doctrine of revolution orterrorism
অগ্নিময়	full of fire
অগ্নিমান্দ্য	loss of appetite ; indigestion
অগ্নিমূর্তি	extremely angry or haughty, furious
অগ্নিমূর্তি	furious appearance or state
অগ্নিমূল্য	extremely costly ; unpurchasably dear
অগ্নিযুগ	the age or times of revolution
অগ্নিশর্মা	extremely angry
অগ্নিশর্মা	a furious person, a spitfire
অগ্নিশিখা	the flame of fire
অগ্নিশুদ্ধ	purified by burning in fire ; sanctified by undergoing rigorous penance
অগ্নিশুদ্ধি	purification by burning in fire
অগ্নিসংযোগ	firing ; arson
অগ্নিসংযোগ	Setting fire to ; arson
অগ্নিসংস্কার	cremation by burning the dead
অগ্নিসখ	the wind
অগ্নিসত্কার	cremation by burning the dead
অগ্নিসহ	fire-proof
অগ্নিসহ ইট	fire-brick
অগ্নিসহ মৃত্তিকা	fire-clay
অগ্নিসাত্	completely consumed by fire
অগ্নিস্ফুলিঙ্গ	a spark
অগ্ন্যস্ত্র	firearm
অগ্ন্যাশয়	the pancreas
অগ্ন্যাশয়	Pancreas
অগ্ন্যাশয় রস	pan creatic juice
অগ্ন্যুত্পাত	volcanic eruption ; raining of fire from the sky
অগ্ন্যুত্সব	display of fire at merrymaking
অগ্ন্যুদ্গম	emission of fire
অগ্র	first ; chief
অগ্র	the top, the summit ; an apex
অগ্রক্রয়াধিকার	the right of pre-emption
অগ্রগণ্য	foremost ; best
অগ্রগতি	progress
অগ্রগামিনী অগ্রজ	born earlier
অগ্রগামিনী অগ্রজ	the eldest or an elder brother
অগ্রগামী	moving forward or to the front ; leading
অগ্রজ	Born before ; previously born
অগ্রজিহ্বা	the uvula, the epiglottis
অগ্রজ্ঞান	foreknowledge ; anticipation
অগ্রণী	leading, chief, best
অগ্রণী	a leader ; an inaugurator or initiator
অগ্রদত্ত	imprest money
অগ্রদূত	a pioneer ; an es cort, a guide
অগ্রনেতা	a leader ; an army commander
অগ্রপশ্চাত্	considering what is before and after ; having foresight and hind sight
অগ্রবর্তিনী ভাগ	the first part or share ; top peak
অগ্রবর্তী	situated in the front ; leading
অগ্রভাগ	Foremost part or front of anything ; forefront
অগ্রমহিষী	the queen-consort
অগ্রসর	going first or commencing ; moving forward, advancing
অগ্রসরণ	advancement
অগ্রসর হওয়া	to move forward, to advance ; to progress
অগ্রস্হ	situated in the front
অগ্রহণীয়	unacceptable, not to be taken
অগ্রাধিকার	priority
অগ্রাহ্য	unacceptable ; fit to be ignored
অগ্রাহ্য করা	to ignore ; to slight
অগ্রাহ্য হওয়া	to be ignored ; to be rejected
অগ্রিম	first ; eldest
অগ্রিমক	an advance
অগ্রিম চুক্তি	forward contract
অগ্রিম মূল্য	a price paid in advance
অগ্রিয়	first ; eldest
অগ্রে	at first ; at the front
অগ্র্য	first ; foremost
অঘ	sin
অঘটন	an awkward or unexpected incident ; non-occurrence
অঘটনঘটন	unusual occurrence
অঘটনীয়	not likely to happen
অঘমর্ষণ	that which  dispels sin
অঘর	having no social dignity
অঘাট	a bad place
অঘোর	not terrible ; calm
অঘোর	God Shiva
অঘোর ঘুম	deep or sound sleep
অঘোরমন্ত্র	incantation to invoke Shiva
অঘোরে	deeply, profoundly
অঘোষ	voiceless
অঘোষবর্ণ	a voiceless consonant
অঘ্রাত	not smelled ; untasted
অঙ্ক	a mark or sign ; a line
অঙ্ক করা	to do sums ; to calculate or count
অঙ্ক কষা	to do sums ; to calculate or count
অঙ্কগত	lying on or in the lap ; under thorough control of
অঙ্কগর্ভ	marsupial
অঙ্কতল	ventral surface
অঙ্কদেশ	the lap ; the belly
অঙ্কন	drawing ; painting
অঙ্কন করা	to mark ; to draw or paint
অঙ্কনী	pencil
অঙ্কপাত	act of placing figures ; act of mark ing
অঙ্কপাতন	notation
অঙ্কবাচক	cardinal
অঙ্কবিদ্যা	mathematics
অঙ্কবিদ্যাবিত্	a mathematician
অঙ্কলক্ষী	wife
অঙ্কশায়িনী অঙ্কস্হিত	situated or placed on the lap ; beloved
অঙ্কশায়ী	lying on the lap ; enamoured of. fem
অঙ্কিত	marked ; drawn or painted
অঙ্কিত করা	to mark ; to draw
অঙ্কীয়	ventral
অঙ্কুর	Sprout ; young plant
অঙ্কুরিত	Germinated ; sprouted
অঙ্কুরিত হওয়া	to sprout ; to germinate
অঙ্কুরে বিনাশ করা	to nip in the bud
অঙ্কুরোদয়	germination, sprouting, blossoming ; commencement, beginning
অঙ্কুশ	any iron rod for striking with ; a hook with a long handle
অঙ্কুশগ্রহ	an elephant-driver
অঙ্গ	organ
অঙ্গগ্রহ	spasm ; tetanus
অঙ্গগ্লানি	wearisome or painful physical exertion ; dirt or soil of the body
অঙ্গচালন	physical exercise
অঙ্গচালন অঙ্গসৌষ্ঠব	physical grace or beauty or symmetry
অঙ্গচ্ছেদ	deduction of a part ; mutilation
অঙ্গজ	born of one's body
অঙ্গজ	offspring ; a son
অঙ্গজা	daughter
অঙ্গণ	Courtyard
অঙ্গত্র	armour, a coat of mail
অঙ্গদ	an ornamental armlet ; son of Bali
অঙ্গন	a courtyard
অঙ্গনা	a woman of graceful physique ; a woman
অঙ্গপ্রত্যঙ্গ	Limbs ; different parts of the body
অঙ্গবিকৃতি	deformity ; monstrosity
অঙ্গবিন্যাস	posing ; posture
অঙ্গবিহীন	wanting in one or more limbs ; deformed
অঙ্গবিহীনা অঙ্গভঙ্গ	a pose or posture ; a gesture
অঙ্গভঙ্গি	gesture ; posture
অঙ্গভঙ্গী	Gesticulations ; gestures
অঙ্গমর্দক	masseur
অঙ্গমর্দন	massage
অঙ্গমর্দিকা	masseuse
অঙ্গরাগ	beautifying the body with cosmetics
অঙ্গরাজ	the king of Anga
অঙ্গরাজ্য	a state of a federation
অঙ্গরুহ	hair ; wool
অঙ্গশুদ্ধি	purification of the body
অঙ্গশোভা	beauty of the body
অঙ্গসংবাহন	massage
অঙ্গসংস্হান	morphology
অঙ্গসজ্জা	beautifying the body
অঙ্গসঞ্চালন	partial movement
অঙ্গহানি	loss of a limb ; mutilation
অঙ্গহীন	deformed ; lacking one or more limbs
অঙ্গাঙ্গি	correlation
অঙ্গাঙ্গিভাব	intimate friendship ; inseparable relation
অঙ্গাঙ্গিভাবে	inseparably
অঙ্গাবরণ	covering for the body ; a garment
অঙ্গার	coal ; carbon
অঙ্গারঃ শতধৌতেন মলিনত্বং ন মুঞ্চতি	black will take no other hue
অঙ্গারক	carbon
অঙ্গারককমণি	coral
অঙ্গারক রসায়ন	organic chemis try
অঙ্গারকৃষ্ণ	black as coal, very black
অঙ্গারধানী	an incense-pot, censer
অঙ্গারময়	carbonaceous
অঙ্গার যৌগিক	carbon compounds
অঙ্গারাম্ল	carbonic acid
অঙ্গী	having a body or form ; whole
অঙ্গীকরণ	promising
অঙ্গীকার	promise or undertaking ; promising
অঙ্গীকার করা	to promise ; to give an undertaking
অঙ্গীকৃত	promised ; accepted
অঙ্গীভূত	embodied ; included
অঙ্গীভূত করা	to embody ; to include
অঙ্গুরি	a ring
অঙ্গুলাঙ্ক	finger-print
অঙ্গুলাঙ্ক-বিশারদ	a finger-print expert
অঙ্গুলি	a finger or a toe
অঙ্গুলি-গ্রন্হি	finger-joint, knuckle
অঙ্গুলিত্র	a thimble ; a covering for the finger tip
অঙ্গুলিনির্দেশ	a beck
অঙ্গুলিনির্দেশ করা	to beck
অঙ্গুলিমেয়	very few in number
অঙ্গুলিমোটন	snapping of the finger
অঙ্গুলিসঙ্কেত করা	to beck
অঙ্গুলী	Finger
অঙ্গুলীয়ক	an ornamental ring for the finger
অঙ্গুষ্ঠ	the thumb
অঙ্গুষ্ঠপ্রদর্শন	showing one's thumb ; awkward or point-blank refusal
অঙ্গুষ্ঠানা	a thimble, a thumbstall
অচকিত	not frightened or alarmed
অচক্ষু	eyeless, blind
অচঞ্চল	inanimate
অচতুর	incompetent
অচপল	steady ; firm
অচর	motionless, immobile ; stationary, static
অচরিতার্থ	ungratified, unfulfilled, un satisfied
অচর্চিত	not practised or studied ; not anointed, unsmeared
অচর্বিত	not chewed or masticated
অচর্ব্য	not fit to be chewed
অচল	motionless, immobile ; stationary, static
অচল	a mountain, a hill
অচলতড়িত্	static electricity
অচলন	obsoleteness
অচলনীয়	incapable of being introduced or circulated
অচলা	the earth
অচলায়তন	an incorrigibly reactionary or conservative institution
অচলায়তন	Static ; unchanging
অচলিত	not in vogue or practice ; obsolete
অচলিষ্ণু	motionless, immobile
অচাঞ্চল্য	absence of restlessness, calm ; firmness
অচালনীয়	incapable of being conducted or transferred
অচিকিত্সক	a quack doctor
অচিকিত্সনীয়	incurable, irremediable ; incapable of being redressed
অচিকিত্সা	lack of medical treatment ; bad or faulty medical treatment
অচিকিত্সিত	not treated medically
অচিকীর্ষু	unwilling or reluctant ; indolent, lazy
অচিন	Unknown
অচিন্তনীয়	unthinkable ; unimaginable
অচিন্তনীয়	Inconceivable ; incomprehensible
অচিন্তিত	unthought of ; un premeditated
অচিন্ত্য	Inconceivable ; incomprehensible
অচির	of short duration, brief
অচিরকারী	prompt
অচিরকাল	a very short time
অচিরকালে	soon, shortly ; without much delay
অচিরক্রিয়	prompt in action or execution ; not dilatory
অচিরজীবী	short-lived ; impermanent, transient
অচিরপ্রভা	a lightning
অচিরস্হায়ী	not permanent ; transitory
অচিরাত্	soon ; without delay
অচিরে	Soon ; in no time
অচিহ্নিত	unmarked ; undistinguished
অচূর্ণ	not pulverized ; unbroken
অচেতন	unconscious ; swooned, fainted
অচেতন হওয়া	to faint
অচেনা	unknown ; unfamiliar
অচেষ্ট	unendeavouring, effortless ; not zealous
অচেষ্টিত	unattempted ; un tried
অচৈতন্য	unconscious ; swooned, fainted
অচৈতন্য	unconscious ness ; ignorance
অচ্ছ	transparent ; without impurities
অচ্ছ	crystal
অচ্ছদ	uncovered ; open
অচ্ছিদ্র	having no hole or opening ; free from defect or loophole
অচ্ছিন্ন	not torn or cut ; not split up or divided
অচ্ছিন্নত্বক	uncircumcised
অচ্ছুত	Untouchable
অচ্ছুত্	untouchable ; unclean
অচ্ছেদ্য	incapable of being cleft or split ; inseparable
অচ্ছোদ	having crystalline water
অচ্ছোদ	a lake in the Himalayan region
অচ্ছোদপটল	the cornea
অচ্যুত	undislocated ; firm, steady
অচ্যুত	Krishna ; Vishnu
অছি	a guardian, a custodian ; a trustee
অছিয়তনামা	a will
অছিলা	a pretext or plea ; an excuse
অজ	downright. thorough ; entire
অজ	the ram ; the billy-goat
অজগর	a python or the boa constrictor
অজন্মা	existing without being born
অজন্মা	spiritual salvation ; failure of crops
অজপা	vital breath ; a goddess of the tantrists
অজ পাড়াগাঁ	a backward and remote village
অজবীথি	a chariot for gods ; the Milky Way, the Galaxy
অজয়	unconquerable
অজয়	absence of victory ; defeat
অজয়	Unconquerable ; invincible
অজর	not subject to decrepitude ; never aging, ageless
অজর	a god
অজরামর	never aging or dying ; ever young and immortal
অজল	Having no water ; dry
অজল-অস্হল	helpless condition, shelterless state
অজস্র	innumerable ; immeasurable
অজস্র	incessantly ; always
অজা	the ewe ; the nanny-goat
অজাচার	Incest
অজাত	not yet born ; unborn
অজাতশত্রু	having no enemy
অজাতশ্মশ্রু	beard less ; not yet grown to manhood
অজানতে	unknowingly ; unconsciously
অজানা	unknown ; unfamiliar
অজানিত	unknown
অজানিতভাবে	unknowingly, unwittingly ; unawares
অজিজ্ঞাসিত	unasked ; without being questioned
অজিত	unconquered, undefeated ; unsubjugated
অজিতেন্দ্রিয়	having no control over one's senses ; of unbridled lust, lascivious
অজিন	deer-skin ; hide
অজিহ্ব	having no tongue, tongueless
অজিহ্ব	a frog
অজীবজনি	abiogenesis, spontaneous generation
অজীর্ণ	undigested
অজীর্ণ	indigestion ; dyspepsia
অজু	ablution
অজুরদার	a labourer ; a day-labourer
অজুরা	salary ; wages for labour, esp. day-labour
অজুহাত	excuse
অজে	without birth ; existing without being born, self-born
অজেয়	unconquerable, invincible ; indomitable
অজেয়	Invincible ; unconquerable
অজৈব	inorganic ; mineral
অজ্ঞ	having no knowledge ; stupid
অজ্ঞতা	lack of knowledge, ignorance ; stupidity
অজ্ঞতামূলক	caused by ignorance ; relating to ignorance
অজ্ঞাত	unknown ; unpublished, unrevealed
অজ্ঞাতকূলশীল	of un known identity
অজ্ঞাতনামা	nameless ; unknown
অজ্ঞাতপরিচয়	one whose identity is not known
অজ্ঞাতপরিচয়	Having identity not known ; of unknown identity
অজ্ঞাতপূর্ব	not known before ; hitherto unknown
অজ্ঞাতবাস	act or period of living incognito
অজ্ঞাতরাশি	an unknown quantity
অজ্ঞাতসারে	not to one's knowledge ; secretly, stealthily
অজ্ঞাতে	Imperceptible ; secretly
অজ্ঞান	lacking in knowledge ; ignorant
অজ্ঞান	lack of knowledge ; ignorance
অজ্ঞানজনিত	caused by ignorance
অজ্ঞানতা	lack of knowledge, ignorance
অজ্ঞানতিমির	gloom of ignorance
অজ্ঞানবাদ	agnosticism
অজ্ঞানবাদী	agnostic
অজ্ঞানবাদী	an agnostic
অজ্ঞানী	unwise ; lacking in knowledge, ignorant
অজ্ঞানে	un knowingly ; unconsciously
অজ্ঞাপন	lack or absence of communication
অজ্ঞাপনীয়	not to be communicated ; not to be made public
অজ্ঞেয়	unknowable ; unintelligible
